Направление;Товар;Свойство;Строка в эталоне;Строка в проверяемом;Число в эталоне;Число в проверяемом;Дата в эталоне;Дата в проверяемом
092->000;Чай "Похудей для здоровья людей" лотоса ф/п 2г №30;Рекламная акция;;Zavezu;;;;
092->000;Чай "Похудей для здоровья людей" малина ф/п 2г №30;Рекламная акция;;Zavezu;;;;
092->000;Чай "Похудей для здоровья людей" манго ф/п 2г №30;Рекламная акция;;Zavezu;;;;
092->000;Чай "Похудей для здоровья людей" ф/п 2г №30;Рекламная акция;;Zavezu;;;;
092->000;Чай "Похудей для здоровья людей" черн. смородина ф/п 2г №30;Рекламная акция;;Zavezu;;;;
092->000;Чай "Похудей для здоровья людей" черника ф/п 2г №30;Рекламная акция;;Zavezu;;;;
092->000;Чай "Похудей для здоровья людей" яблоко ф/п 2г №30;Рекламная акция;;Zavezu;;;;
092->000;Чай Похудей , ф/пак №30;Рекламная акция;;Zavezu;;;;
092->000;Чай Похудей Ананас, ф/пак №30;Рекламная акция;;Zavezu;;;;
092->000;Чай Похудей Апельсин+Мандарин, ф/пак. №30;Рекламная акция;;Zavezu;;;;
092->000;Чай Похудей Апельсин, ф/пак. №30;Рекламная акция;;Zavezu;;;;
092->000;Чай Похудей Блэк, ф/пак. №30;Рекламная акция;;Zavezu;;;;
092->000;Чай Похудей Ваниль ф/п №30;Рекламная акция;;Zavezu;;;;
092->000;Чай Похудей Вишневый, ф/пак. №30;Рекламная акция;;Zavezu;;;;
092->000;Чай Похудей для здоровья людей роза ф/п 2г №30;Рекламная акция;;Zavezu;;;;
092->000;Чай Похудей Земляничн., ф/пак. №30;Рекламная акция;;Zavezu;;;;
092->000;Чай Похудей Капучино ф/п №30;Рекламная акция;;Zavezu;;;;
092->000;Чай Похудей Клубничн., ф/пак. №30;Рекламная акция;;Zavezu;;;;
092->000;Чай Похудей Лесная Ягода, ф/пак. №30;Рекламная акция;;Zavezu;;;;
092->000;Чай Похудей Лимонный, ф/пак. №30;Рекламная акция;;Zavezu;;;;
092->000;Чай Похудей Малиновый, ф/пак. №30;Рекламная акция;;Zavezu;;;;
092->000;Чай Похудей Манго, ф/пак. №30;Рекламная акция;;Zavezu;;;;
092->000;Чай Похудей Мандарин, ф/пак. №30;Рекламная акция;;Zavezu;;;;
092->000;Чай Похудей Мелисса, ф/пак. №30;Рекламная акция;;Zavezu;;;;
092->000;Чай Похудей Персик, ф/пак. №30;Рекламная акция;;Zavezu;;;;
092->000;Чай Похудей плюс стройная фигура, ф/пак 2г №24 Апельсин;Рекламная акция;;Zavezu;;;;
092->000;Чай Сантимин, №30 Апельсин;Рекламная акция;;Zavezu;;;;
092->000;Чай Сантимин, №30 Вишня;Рекламная акция;;Zavezu;;;;
092->000;Чай Сантимин, №30 Клубника;Рекламная акция;;Zavezu;;;;
092->000;Чай Сантимин, №30 Лесная ягода;Рекламная акция;;Zavezu;;;;
092->000;Чай Сантимин, №30 Лимон;Рекламная акция;;Zavezu;;;;
092->000;Чай Сантимин, №30 Малина;Рекламная акция;;Zavezu;;;;
092->000;Чай Сантимин, №30 персик;Рекламная акция;;Zavezu;;;;
092->000;Чай Сантимин, №30 Черника;Рекламная акция;;Zavezu;;;;
092->000;Сантимин (вишня) фиточай ф/п №30;НДС;;;;20;;
092->000;Сантимин (вишня) фиточай ф/п №30;Группа наценки;;ПРОЧЕЕ;;;;
092->000;ДРАЙДРАЙ ЛАЙТ СРЕДСТВО ОТ ОБИЛЬНОГО ПОТООТДЕЛЕНИЯ 50МЛ;НДС;;;;20;;
092->000;ДРАЙДРАЙ ЛАЙТ СРЕДСТВО ОТ ОБИЛЬНОГО ПОТООТДЕЛЕНИЯ 50МЛ;Группа скидки;;;;4;;
092->000;ДРАЙДРАЙ ЛАЙТ СРЕДСТВО ОТ ОБИЛЬНОГО ПОТООТДЕЛЕНИЯ 50МЛ;Рекламная акция;;26022016;;;;
092->000;ДРАЙДРАЙ ЛАЙТ СРЕДСТВО ОТ ОБИЛЬНОГО ПОТООТДЕЛЕНИЯ 50МЛ;Группа наценки;;ПРОЧЕЕ КОСМЕТИКА;;;;
092->000;ДРАЙДРАЙ ЛАЙТ СРЕДСТВО ОТ ОБИЛЬНОГО ПОТООТДЕЛЕНИЯ 50МЛ;Фармгруппа1;;Косметика прочее;;;;
092->000;Чай Сантимин, №30 Черника;Группа наценки прайс-листов;;Не ЖВ;;;;
092->000;Чай Сантимин, №30 персик;Группа наценки прайс-листов;;Не ЖВ;;;;
092->000;Чай Сантимин, №30 Малина;Группа наценки прайс-листов;;Не ЖВ;;;;
092->000;Чай Сантимин, №30 Лимон;Группа наценки прайс-листов;;Не ЖВ;;;;
092->000;Чай Сантимин, №30 Лесная ягода;Группа наценки прайс-листов;;Не ЖВ;;;;
092->000;Чай Сантимин, №30 Клубника;Группа наценки прайс-листов;;Не ЖВ;;;;
092->000;Чай Сантимин, №30 Вишня;Группа наценки прайс-листов;;Не ЖВ;;;;
092->000;Чай Сантимин, №30 Апельсин;Группа наценки прайс-листов;;Не ЖВ;;;;
092->000;Чай Похудей плюс стройная фигура, ф/пак 2г №24 Апельсин;Группа наценки прайс-листов;;Не ЖВ;;;;
092->000;Чай Похудей Персик, ф/пак. №30;Группа наценки прайс-листов;;Не ЖВ;;;;
092->000;Чай Похудей Мелисса, ф/пак. №30;Группа наценки прайс-листов;;Не ЖВ;;;;
092->000;Чай Похудей Мандарин, ф/пак. №30;Группа наценки прайс-листов;;Не ЖВ;;;;
092->000;Чай Похудей Манго, ф/пак. №30;Группа наценки прайс-листов;;Не ЖВ;;;;
092->000;Чай Похудей Малиновый, ф/пак. №30;Группа наценки прайс-листов;;Не ЖВ;;;;
092->000;Чай Похудей Лимонный, ф/пак. №30;Группа наценки прайс-листов;;Не ЖВ;;;;
092->000;Чай Похудей Лесная Ягода, ф/пак. №30;Группа наценки прайс-листов;;Не ЖВ;;;;
092->000;Чай Похудей Клубничн., ф/пак. №30;Группа наценки прайс-листов;;Не ЖВ;;;;
092->000;Чай Похудей Капучино ф/п №30;Группа наценки прайс-листов;;Не ЖВ;;;;
092->000;Чай Похудей Земляничн., ф/пак. №30;Группа наценки прайс-листов;;Не ЖВ;;;;
092->000;Чай Похудей для здоровья людей роза ф/п 2г №30;Группа наценки прайс-листов;;Не ЖВ;;;;
092->000;Чай Похудей Вишневый, ф/пак. №30;Группа наценки прайс-листов;;Не ЖВ;;;;
092->000;Чай Похудей Ваниль ф/п №30;Группа наценки прайс-листов;;Не ЖВ;;;;
092->000;Чай Похудей Блэк, ф/пак. №30;Группа наценки прайс-листов;;Не ЖВ;;;;
092->000;Чай Похудей Апельсин, ф/пак. №30;Группа наценки прайс-листов;;Не ЖВ;;;;
092->000;Чай Похудей Апельсин+Мандарин, ф/пак. №30;Группа наценки прайс-листов;;Не ЖВ;;;;
092->000;Чай Похудей Ананас, ф/пак №30;Группа наценки прайс-листов;;Не ЖВ;;;;
092->000;Чай Похудей , ф/пак №30;Группа наценки прайс-листов;;Не ЖВ;;;;
092->000;Чай "Похудей для здоровья людей" яблоко ф/п 2г №30;Группа наценки прайс-листов;;Не ЖВ;;;;
092->000;Чай "Похудей для здоровья людей" черника ф/п 2г №30;Группа наценки прайс-листов;;Не ЖВ;;;;
092->000;Чай "Похудей для здоровья людей" черн. смородина ф/п 2г №30;Группа наценки прайс-листов;;Не ЖВ;;;;
092->000;Чай "Похудей для здоровья людей" ф/п 2г №30;Группа наценки прайс-листов;;Не ЖВ;;;;
092->000;Чай "Похудей для здоровья людей" манго ф/п 2г №30;Группа наценки прайс-листов;;Не ЖВ;;;;
092->000;Чай "Похудей для здоровья людей" малина ф/п 2г №30;Группа наценки прайс-листов;;Не ЖВ;;;;
092->000;Чай "Похудей для здоровья людей" лотоса ф/п 2г №30;Группа наценки прайс-листов;;Не ЖВ;;;;
092->000;Чай "Похудей для здоровья людей" лимон ф/п 2г №30;Группа наценки прайс-листов;;Не ЖВ;;;;
092->000;Чай "Похудей для здоровья людей" лесные ягоды ф/п 2г №30;Группа наценки прайс-листов;;Не ЖВ;;;;
092->000;Чай "Похудей для здоровья людей" клубника ф/п 2г №30;Группа наценки прайс-листов;;Не ЖВ;;;;
092->000;Чай "Похудей для здоровья людей" земляникаф/п 2г №30;Группа наценки прайс-листов;;Не ЖВ;;;;
092->000;Чай "Похудей для здоровья людей" вишня ф/п 2г №30;Группа наценки прайс-листов;;Не ЖВ;;;;
092->000;Чай "Похудей для здоровья людей" ваниль ф/п 2г №30;Группа наценки прайс-листов;;Не ЖВ;;;;
092->000;Чай "Похудей для здоровья людей" апельсин ф/п 2г №30;Группа наценки прайс-листов;;Не ЖВ;;;;
092->000;Чай "Похудей для здоровья людей" апельс и мандар ф/п 2г №30;Группа наценки прайс-листов;;Не ЖВ;;;;
092->000;Цинковая мазь, 10% 30г;Фармгруппа1;;Ранозаживляющие;;;;
092->000;Циндол, сусп 125мл;Фармгруппа1;;Противомикробные,фторхинолоны;;;;
092->000;Циндол, сусп 125мл;Иск_2-1-2-4-1-2-2-2-2;;;;13;;
092->000;Циндол, сусп 125мл;Иск_1-1-3-5-4-3-3-3-2;;;;22;;
092->000;Цефотаксим, пор д/инъ в/в в/м 1г №5;Фармгруппа1;;Антибиотики;;;;
092->000;Цефазолина Na-соль, фл 1г N1__Россия;Иск_2-1-1-3-1-1-2-2-5_1_ЖВ;;;;6;;
092->000;Цефазолина Na-соль, фл 1г N1__Россия;Иск_2-1-2-4-1-2-2-2-2_ЖВ;;;;12;;
092->000;Цефазолин, пор д/инъ в/в и в/м 1г №1 фл-пач.карт;Исключения Эластичные 1ЖВ;;;;10;;
092->000;Цефазолин, пор д/инъ в/в и в/м 1г №1 фл-пач.карт;Иск_2-1-1-3-1-1-2-2-5_1_ЖВ;;;;6;;
092->000;Цефазолин, пор д/инъ в/в и в/м 1г №1 фл-пач.карт;Иск_2-1-2-4-1-2-2-2-2_ЖВ;;;;12;;
092->000;Цетиризин,тбл п/п/о 10мг №20__Россия-СНГ;Рецептурный;;;;;;
092->000;Худеем за неделю, кофе жиросж капуч вкус бейлис 9г №7;Фармгруппа1;;Диета, спорт;;;;
092->000;ХУДЕЕМ ЗА НЕДЕЛЮ СУП-ПЮРЕ ИЗ ПОМИДОР ПО-ТОСКАНСКИ 20ГР ПАКЕТ;Фармгруппа1;;Диета, спорт;;;;
092->000;ХУДЕЕМ ЗА НЕДЕЛЮ СЛИМ-МЮСЛИ ЖИРОСЖИГ.КОМПЛЕКС 375ГР;Фармгруппа1;;Диета, спорт;;;;
092->000;ХУДЕЕМ ЗА НЕДЕЛЮ КАША ОВСЯНАЯ ЯБЛОКО'КОРИЦА СО СЛИВК.№10 ПАК;Фармгруппа1;;Диета, спорт;;;;
092->000;Хондроитин, капс 250мг №50;Группа наценки прайс-листов;;Агро+10%;;;;
092->000;Хондроитин, капс 250мг №50;Фармгруппа1;;Ранозаживляющие;;;;
092->000;Хондроитин, капс 250мг №50;Иск_1-2-1-3-1-4-3-1-7_9;;;;22;;
092->000;Хондроитин, капс 250мг №50;Иск_2-1-1-4-1-2-2-2-5_1;;;;35;;
092->000;Холлс, леденцы от кашля мед/лимон;Фармгруппа1;;#Н/Д;;;;
092->000;Хлорофиллипт, тбл д/рассас №20;Фармгруппа1;;#Н/Д;;;;
092->000;Хлорофиллипт, тбл д/рассас №20;Исключения Эластичные 1;;;;19;;
092->000;Флуконазол, капс 50мг N7__Вертекс;Иск_5-3-3-5-3-4-4-4-8_1_ЖВ;;;;13;;
092->000;Флуконазол, капс 50мг №7;Фармгруппа1;;ЦНС, мозг;;;;
092->000;Флуконазол, капс 50мг №7;Иск_5-3-3-5-3-4-4-4-8_1_ЖВ;;;;13;;
092->000;ФИТОЧАЙ СИЛА РОССИЙСКИХ ТРАВ- 5 1,5МГ №20 ЖЕЛ.-КИШЕЧ._АНАЛОГ;Фармгруппа1;;Чай, лек.травы;;;;
092->000;ФИТОЧАЙ-5 СТЕВИЯ №20 Ф'П ЖЕЛУДОЧНО-КИШЕЧНЫЙ 'СРТ';Фармгруппа1;;Чай, лек.травы;;;;
092->000;ФИТОЧАЙ СИЛА РОССИЙСКИХ ТРАВ- 4 1,5№20 НОРМАЛИЗ.ДАВЛ._АНАЛОГ;Фармгруппа1;;Чай, лек.травы;;;;
092->000;ФИТОЧАЙ-4 СТЕВИЯ №20 Ф'П НОРМАЛИЗАЦИЯ ДАВЛЕНИЯ 'СРТ';Фармгруппа1;;Чай, лек.травы;;;;
